co_cnes,co_ibge,nu_cnpj_mantenedora,razao_social_mantenedora,no_razao_social,no_fantasia,ds_tipo_unidade,ds_natureza_organizacao,ds_esfera_administrativa,tp_gestao,no_logradouro,nu_endereco,no_bairro,co_cep,regiao,uf,municipio,nu_telefone,ds_turno_atendimento,ds_servico_especializado,lat,long,origem_coord
2468077,172100,24851511000185,PREFEITURA MUNICIPAL DE PALMAS,PREFEITURA MUNICIPAL DE PALMAS,CENTRO DE SAUDE DA COMUNIDADE LAURIDES LIMA MILHOMEM,CENTRO DE SAUDE/UNIDADE BASICA,,,M,RUA 39 APM 21,S/N,AURENY III,77062048,Norte,TO,Palmas,(63)32185300,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,"SERVICO DE FISIOTERAPIA| SERVICO DE FISIOTERAPIA| SERVICO DE ATENCAO AO PACIENTE COM TUBERCULOSE| SERVICO DE FISIOTERAPIA| SERVICO DE FISIOTERAPIA| SERVICO DE ATENCAO AO PRE-NATAL, PARTO E NASCIMENTO| SERVICO DE ATENCAO INTEGRAL EM HANSENIASE| ESTRATEGIA DE SAUDE DA FAMILIA| SERVICO DE FISIOTERAPIA| SERVICO DE FISIOTERAPIA",-10.1632533267927,-48.3510437082462,PMAQ
2469170,171870,37420932000101,PREFEITURA MUNICIPAL DE RIO DOS BOIS,PREFEITURA MUNICIPAL DE RIO DOS BOIS,CENTRO DE SAUDE RIO DOS BOIS,CENTRO DE SAUDE/UNIDADE BASICA,,,M,AV RAIMUNDO BRITANIA,34,CENTRO,77655000,Norte,TO,Rio dos Bois,(63)35301176,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,"SERVICO DE ATENCAO AO PACIENTE COM TUBERCULOSE| SERVICO DE ATENCAO AO PRE-NATAL, PARTO E NASCIMENTO| SERVICO DE VIGILANCIA EM SAUDE| SERVICO DE ATENCAO INTEGRAL EM HANSENIASE| SERVICO DE VIGILANCIA EM SAUDE| SERVICO DE APOIO A SAUDE DA FAMILIA| ESTRATEGIA DE SAUDE DA FAMILIA",-9.3437422386879,-48.5330479716014,PMAQ
5823226,171820,25053117000164,TOCANTINS SECRETARIA DE ESTADO DA SAUDE,TOCANTINS SECRETARIA DE ESTADO DA SAUDE,UNIDADE DE DISPENSACAO DE MEDICAMENTOS EXCEPCIONAIS DE PORTO,FARMACIA,,,E,RUA MURILO BRAGA,592,CENTRO,77500000,Norte,TO,Porto Nacional,00000,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE FARMACIA,-10.70752,-48.41426,CNES_GEO
6433642,170389,25064023000190,PREFEITURA MUNICIPAL DE CARRASCO BONITO,SECRETARIA MUNICIPAL DE SAUDE DE CARRASCO BONITO,SECRETARIA MUNICIPAL DE SAUDE DE CARRASCO BONITO,CENTRAL DE GESTAO EM SAUDE,,,M,AVENIDA SETE DE SETEMBRO,S/N,CENTRO,77985000,Norte,TO,Carrasco Bonito,6333441135,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE VIGILANCIA EM SAUDE,-5.36909,-48.05262,CNES_GEO
6190138,170950,,,NAJLA MURAD,FISIO TERAPIA,CLINICA/CENTRO DE ESPECIALIDADE,,,M,RUA ADELMO AIRES NEGRE,1577,CENTRO,77405080,Norte,TO,Gurupi,,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE FISIOTERAPIA,-11.73084,-49.04975,CNES_GEO
7716591,171150,37344413000101,PREFEITURA MUNICIPAL DE JAU DO TOCANTINS,MUNICIPIO DE JAU DO TOCANTINS,ACADEMIA DE SAUDE DE JAU DO TO,POLO ACADEMIA DA SAUDE,,,M,AV C AV PRINCIPAL ESQ COM RUA 01,S/N,CENTRO,77450000,Norte,TO,Jaú do Tocantins,6333871227,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,ATENCAO BASICA,-12.7819055,-48.6388879,GOOGLE
7062184,171820,00299198000156,PREFEITURA MUNICIPAL DE PORTO NACIONAL,PREFEITURA MUNICIPAL DE PORTO NACIONAL,FARMACIA BASICA MUNICIPAL,FARMACIA,,,M,AV PRESIDENTE KENNEDY,1055,CENTRO,77500000,Norte,TO,Porto Nacional,,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE FARMACIA,-10.708,-48.417,CNES_GEO
2467909,172100,24851511000185,PREFEITURA MUNICIPAL DE PALMAS,PREFEITURA MUNICIPAL DE PALMAS,LABORATORIO DA SEMUS,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,,M,504 SUL AV LO 11 LOTE 07 AVENINA DO PARQUE CESAMAR,S/N,CENTRO,77021670,Norte,TO,Palmas,(63)3214 1747,ATENDIMENTO SOMENTE PELA MANHA,SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE VIGILANCIA EM SAUDE| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO,-10.1786,-48.31217,CNES_GEO
7602723,170310,24851453000190,PREFEITURA MUNICIPAL DE BARROLANDIA,PREFEITURA MUNICIPAL DE BARROLANDIA,VIGILANCIA SANITARIA MUNICIPAL DE BARROLANDIA,UNIDADE DE VIGILANCIA EM SAUDE,,,M,RUA RAIMUNDO COELHO,222,CENTRO,77665000,Norte,TO,Barrolândia,6333761306,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE VIGILANCIA EM SAUDE,-9.8168593,-48.8397403,GOOGLE
6979335,170220,01237403000111,PREFEITURA MUNICIPAL DE ARAGUATINS,FUNDO MUNICIPAL DE SAUDE DE ARAGUATINS,POSTO DE SAUDE DA VILA CIDINHA,CENTRO DE SAUDE/UNIDADE BASICA,,,M,ALAMEDA 01 QUADRA 207 LOTE 16,S/N,VILA CIDINHA,77950000,Norte,TO,Araguatins,63 3474 1138,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,"SERVICO DE ATENCAO AO PRE-NATAL, PARTO E NASCIMENTO| ESTRATEGIA DE SAUDE DA FAMILIA| SERVICO DE LABORATORIO DE PROTESE DENTARIA",-5.65614,-48.11891,CNES_GEO
2469405,171320,02070357000171,PREFEITURA MUNICIPAL DE MIRACEMA,PREFEITURA MUNICIPAL DE MIRACEMA DO TOCANTINS,UNIDADE BASICA DE SAUDE SANTOS DUMONT MIRACEMA,CENTRO DE SAUDE/UNIDADE BASICA,,,M,RUA ELITE,504,SANTOS DUMONT,77650000,Norte,TO,Miracema do Tocantins,(63)33661738,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,"SERVICO DE ATENCAO INTEGRAL EM HANSENIASE| SERVICO DE ATENCAO AO PRE-NATAL, PARTO E NASCIMENTO| SERVICO DE ATENCAO AO PACIENTE COM TUBERCULOSE| ESTRATEGIA DE SAUDE DA FAMILIA",-9.56834607764651,-48.3879913115193,PMAQ
3472612,170820,02075216000141,PREF  MUNICIPAL DE FORMOSO DO ARAGUAIA,PREFEITURA MUNICIPAL DE FORMOSO DO ARAGUAIA,UNIDADE SAUDE DA FAMILIA CENTRO I,CENTRO DE SAUDE/UNIDADE BASICA,,,M,AVENIDA JOAQUIM BATISTA DE OLIVEIRA,S/N,CENTRO,77470000,Norte,TO,Formoso do Araguaia,(63)33572952,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,"SERVICO DE APOIO A SAUDE DA FAMILIA| SERVICO DE FISIOTERAPIA| SERVICO DE ATENCAO INTEGRAL EM HANSENIASE| SERVICO DE FISIOTERAPIA| SERVICO DE ATENCAO AO PACIENTE COM TUBERCULOSE| SERVICO DE FISIOTERAPIA| SERVICO DE FISIOTERAPIA| SERVICO DE FISIOTERAPIA| SERVICO DE ATENCAO AO PRE-NATAL, PARTO E NASCIMENTO| ESTRATEGIA DE SAUDE DA FAMILIA| ESTRATEGIA DE SAUDE DA FAMILIA",-11.80615,-49.5294,PMAQ
2469421,171320,02070357000171,PREFEITURA MUNICIPAL DE MIRACEMA,PREFEITURA MUNICIPAL DE MIRACEMA DO TOCANTINS,UNIDADE BASICA DE SAUDE CORRENTINHO MIRACEMA,CENTRO DE SAUDE/UNIDADE BASICA,,,M,AVENIDA GETULIO VARGAS,S/N,CORRENTIHO,77650000,Norte,TO,Miracema do Tocantins,(63)33661578,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,"ESTRATEGIA DE SAUDE DA FAMILIA| SERVICO DE ATENCAO AO PRE-NATAL, PARTO E NASCIMENTO| SERVICO DE ATENCAO INTEGRAL EM HANSENIASE| SERVICO DE ATENCAO AO PACIENTE COM TUBERCULOSE",-9.56834607764651,-48.3879913115193,PMAQ
5199093,170950,,,DR EDWARD VILELA BORGES,UNICLINICA,CLINICA/CENTRO DE ESPECIALIDADE,,,M,AV SAO PAULO,1571,CENTRO,77403040,Norte,TO,Gurupi,6333121200,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE ENDOSCOPIA,-11.72931,-49.07173,CNES_GEO
7005040,170220,01237403000111,PREFEITURA MUNICIPAL DE ARAGUATINS,PREFEITURA MUNICIPAL DE ARAGUATINS,VIGILANCIA SANITARIA MUNICIPAL DE ARAGUATINS,UNIDADE DE VIGILANCIA EM SAUDE,,,M,RUA SIQUEIRA CAMPOS,711,CENTRO,77950000,Norte,TO,Araguatins,63-3474-1138,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE VIGILANCIA EM SAUDE,-5.65614,-48.11891,CNES_GEO
3040690,172100,,,COOPERATIVA DE TRABALHO DOS PROF DA SAUDE TOCANTINS,COOPERSAUDE,POLICLINICA,,,M,404 SUL AV LO 11 LOTE 13,S/N,CENTRO,77020020,Norte,TO,Palmas,0XX6332233007,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,"SERVICO DE OFTALMOLOGIA| SERVICO DE DIAGNOSTICO POR IMAGEM| SERVICO DE ATENCAO AO PRE-NATAL, PARTO E NASCIMENTO| SERVICO DE ENDOSCOPIA| SERVICO DE DIAGNOSTICO POR IMAGEM",-10.19779,-48.30977,CNES_GEO
7570856,170230,00237370000147,PREFEITURA MUNICIPAL DE ARAPOEMA,PREFEITURA MUNICIPAL DE ARAPOEMA,VIGILANCIA SANITARIA E EPIDEMIOLOGICA DE ARAPOEMA,UNIDADE DE VIGILANCIA EM SAUDE,,,M,RUA PARANA,495,CENTRO,77780000,Norte,TO,Arapoema,(63) 34351149,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE VIGILANCIA EM SAUDE| SERVICO DE VIGILANCIA EM SAUDE,-7.6550345,-49.0641338,GOOGLE
5600006,170700,01138957000161,PREFEITURA MUNICIPAL DE DIANOPOLIS,PREFEITURA MUNICIPAL DE DIANOPOLIS,CAPS CENTRO DE ATENCAO PSICOSSOCIAL DR CHAGAS DE DIANOPOLIS,CENTRO DE ATENCAO PSICOSSOCIAL,,,D,RUA SAO VICENTE,63,CENTRO,77300000,Norte,TO,Dianópolis,063 3692 1290,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE ATENCAO PSICOSSOCIAL,-11.62809,-46.82142,CNES_GEO
2370646,170210,,,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEP DE ARAGUAINA,APAE DE ARAGUAINA,CLINICA/CENTRO DE ESPECIALIDADE,,,E,RUA F,95,SETOR RODOVIARIO,77809630,Norte,TO,Araguaína,(63)34131160,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE ATENCAO DOMICILIAR| SERVICO DE TRIAGEM NEONATAL| SERVICO DE TRIAGEM NEONATAL| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE TRIAGEM NEONATAL| SERVICO DE REABILITACAO| SERVICO DE TRIAGEM NEONATAL| SERVICO DE ATENCAO A SAUDE AUDITIVA| SERVICO DE TRIAGEM NEONATAL| SERVICO DE FISIOTERAPIA| SERVICO DE ATENCAO A SAUDE AUDITIVA| SERVICO DE FISIOTERAPIA| SERVICO DE FISIOTERAPIA| SERVICO DE TRIAGEM NEONATAL,-7.19122,-48.2224,CNES_GEO
7433956,171515,33266248000158,PREFEITURA MUNICIPAL DE NOVO ALEGRE,PREFEITURA MUNICIPAL DE NOVO ALEGRE,ACADEMIA DE SAUDE DE NOVO ALEGRE,POLO ACADEMIA DA SAUDE,,,M,AVENIDA CASTELO BRANCO,S/N,CENTRO,77353000,Norte,TO,Novo Alegre,(63) 36951186,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE PRATICAS INTEGRATIVAS E COMPLEMENTARES| ATENCAO BASICA,-12.9281593,-46.5355198,GOOGLE
7299729,171820,00299198000156,PREFEITURA MUNICIPAL DE PORTO NACIONAL,PREFEITURA MUNICIPAL DE PORTO NACIONAL,UPA UNIDADE DE PRONTO ATENDIMENTO DE PORTO NACIONAL,PRONTO ATENDIMENTO,,,M,RUA MARIA ANGELICA DA SILVA PRADO,S/N,NOVA CAPITAL,77500000,Norte,TO,Porto Nacional,,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",SERVICO DE ATENDIMENTO MOVEL DE URGENCIAS| SERVICO DE URGENCIA E EMERGENCIA| SERVICO DE DIAGNOSTICO POR METODOS GRAFICOS DINAMICOS,-10.6903310707249,-48.4036050481797,SISMOB
