co_cnes,co_ibge,nu_cnpj_mantenedora,razao_social_mantenedora,no_razao_social,no_fantasia,ds_tipo_unidade,ds_natureza_organizacao,ds_esfera_administrativa,tp_gestao,no_logradouro,nu_endereco,no_bairro,co_cep,regiao,uf,municipio,nu_telefone,ds_turno_atendimento,ds_servico_especializado,lat,long,origem_coord
2420643,280350,,,CLINICA GINOCHECKUP LTDA,CLINICA GINOCHECKUP LTDA,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,,M,TRAVESSA SAO JOSE,44,CENTRO,49400000,Nordeste,SE,Lagarto,(79)2140502,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE DIAGNOSTICO POR ANATOMIA PATOLOGICA EOU CITOPATO,-10.91506,-37.67119,CNES_GEO
3837939,280030,,,ULTRA IMAGEM LTDA,ULTRA IMAGEM,CONSULTORIO ISOLADO,,,M,AV GONCALO PRADO ROLLEMBERG,211,SAO JOSE,49020410,Nordeste,SE,Aracaju,32146624,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE DIAGNOSTICO POR IMAGEM,-10.92962,-37.05554,CNES_GEO
7217560,280320,,,MEDLAB MEDICINA LABORATORIAL DE ANALISE CLINICA LDTA ME,MEDLAB,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,,E,RUA MANOEL SOBRAL,14,CENTRO,49120000,Nordeste,SE,"Itaporanga d'Ajuda",99858364,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO,-10.998,-37.311,CNES_GEO
2546310,280400,13109350000132,PREFEITURA MUN DE MARUIM,PREFEITURA MUNICIPAL DE MARUIM,UNID DE APOIO DO PSF SENHOR DOS PASSOS,CENTRO DE SAUDE/UNIDADE BASICA,,,M,RUA LACHEZ DE BAIXO,S/N,LACHEZ,49770000,Nordeste,SE,Maruim,(79)2751488,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,"ESTRATEGIA DE SAUDE DA FAMILIA| SERVICO DE CONTROLE DE TABAGISMO| SERVICO DE ATENCAO AO PACIENTE COM TUBERCULOSE| SERVICO DE ATENCAO AO PRE-NATAL, PARTO E NASCIMENTO",-10.73511,-37.07645,CNES_GEO
3292835,280300,13098181000182,PREFEITURA MUN DE ITABAIANINHA,PREFEITURA MUN DE ITABAIANINHA,UNIDADE DE SAUDE DA FAMILIA CARLOS ROBERTO CARVALHO SILVA,CENTRO DE SAUDE/UNIDADE BASICA,,,M,CONJUNTO LEONOR BARRETO FRANCO RUA A,10,CONVENIENCIA,49290000,Nordeste,SE,Itabaianinha,(79)5442338,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,"ESTRATEGIA DE SAUDE DA FAMILIA| SERVICO DE ATENCAO AO PRE-NATAL, PARTO E NASCIMENTO| SERVICO DE ATENCAO AO PACIENTE COM TUBERCULOSE",-11.275122,-37.7879244,PMAQ
2477653,280340,13115910000161,PREFEITURA MUN DE JAPOATA,PREFEITURA MUNICIPAL DE JAPOATA,UNIDADE DE SAUDE DA FAMILIA DE ESPINHEIRO,CENTRO DE SAUDE/UNIDADE BASICA,,,M,PRACA DA MATRIZ,S/N,CENTRO,49950000,Nordeste,SE,Japoatã,(79) 3348-1069,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,"ESTRATEGIA DE SAUDE DA FAMILIA| SERVICO DE VIGILANCIA EM SAUDE| SERVICO DE ATENCAO AO PRE-NATAL, PARTO E NASCIMENTO| SERVICO DE ATENCAO AO PACIENTE COM TUBERCULOSE",-10.3465099141957,-36.8007564643613,PMAQ
5889898,280030,,,LABDENT LABORATORIO E ODONTOLOGIA LTDA,LABDENT,CLINICA/CENTRO DE ESPECIALIDADE,,,M,RUA ZAQUEU BRANDAO,525,SAO JOSE,49010000,Nordeste,SE,Aracaju,3211-3947,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE LABORATORIO DE PROTESE DENTARIA,-10.92233,-37.05653,CNES_GEO
3328,280030,,,CLINGI CLINICA GINECOLOGICA SC,CLINGI,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,,M,RUA GUILHERMINO REZENDE,423,SALGADO FILHO,49020270,Nordeste,SE,Aracaju,(79)32464873,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE DIAGNOSTICO POR ANATOMIA PATOLOGICA EOU CITOPATO| SERVICO DE DIAGNOSTICO POR ANATOMIA PATOLOGICA EOU CITOPATO,-10.927,-37.05204,CNES_GEO
3415589,280030,,,CENTRO DE IMAGEM EM ODONTOLOGIA DE SERGIPE LTDA,CENTRO DE IMAGEM EM ODONTOLOGIA DE SERGIPE,CLINICA/CENTRO DE ESPECIALIDADE,,,M,RUA FENELON SANTOS,142,SALGADO FILHO,49020350,Nordeste,SE,Aracaju,,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE DIAGNOSTICO POR IMAGEM,-10.92924,-37.05301,CNES_GEO
2421585,280480,13128814000158,PREF MUN DE N SRA DO SOCORRO,PREFEITURA MUNICIPAL DE NOSSA SENHORA DO SOCORRO,US PREFEITO LUIZ PEREIRA DA SILVA,CENTRO DE SAUDE/UNIDADE BASICA,,,M,PRACA CANABRAVA,S/N,ZONA RURAL,49160000,Nordeste,SE,Nossa Senhora do Socorro,(79) 2796611,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,"ESTRATEGIA DE SAUDE DA FAMILIA| SERVICO DE ATENCAO AO PRE-NATAL, PARTO E NASCIMENTO| SERVICO DE PRATICAS INTEGRATIVAS E COMPLEMENTARES",-10.8410918712613,-37.09471464157,PMAQ
2546280,280520,13100680000167,PREFEITURA MUN DE PINHAO,PREFEITURA MUNICIPAL DE PINHAO,UNIDADE BASICA DONA CACULA,CENTRO DE SAUDE/UNIDADE BASICA,,,M,POV RAJAS,S/N,RURAL,49517000,Nordeste,SE,Pinhão,(79)34611133,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,"SERVICO DE VIGILANCIA EM SAUDE| ESTRATEGIA DE SAUDE DA FAMILIA| SERVICO DE ATENCAO AO PRE-NATAL, PARTO E NASCIMENTO",-10.56808,-37.72284,CNES_GEO
7302991,280290,13128798001680,SECRETARIA DE ESTADO DA SAUDE DE SERGIPE,SECRETARIA DE ESTADO DA SAUDE DE SERGIPE,SAMU 192 USB ITABAIANA II,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,,,E,R BOANERGES A PINHEIRO,1266,CENTRO,49500154,Nordeste,SE,Itabaiana,,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",SERVICO DE ATENDIMENTO MOVEL DE URGENCIAS,-10.685,-37.425,CNES_GEO
26549,280030,,,HOSPITAL DE OLHOS ROLEMBERG GOIS LTDA,HORG,HOSPITAL/DIA - ISOLADO,,,M,RUA LAGARTO,921,CENTRO,49010390,Nordeste,SE,Aracaju,79 21050153,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE OFTALMOLOGIA| SERVICO DE OFTALMOLOGIA| SERVICO DE OFTALMOLOGIA,-10.91451,-37.05422,CNES_GEO
2569,280030,13128798001680,SECRETARIA DE ESTADO DA SAUDE DE SERGIPE,SECRETARIA DE ESTADO DA SAUDE DE SERGIPE,BANCO DE LEITE HUMANO MARLY SARNEY,CLINICA/CENTRO DE ESPECIALIDADE,,,E,RUA RECIFE,S/N,AGAMENON MAGALHAES,49085310,Nordeste,SE,Aracaju,(79)3241-5619,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO,-10.90619,-37.07965,CNES_GEO
7308086,280030,13128798001680,SECRETARIA DE ESTADO DA SAUDE DE SERGIPE,SECRETARIA DE ESTADO DA SAUDE DE SERGIPE,SAMU 192 MOTOLANCIA II,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,,,E,RUA SERGIPE,01,SIQUEIRA CAMPOS,49075000,Nordeste,SE,Aracaju,,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",SERVICO DE ATENDIMENTO MOVEL DE URGENCIAS,-10.9098,-37.07111,CNES_GEO
3715493,280030,,,CLINICA FERREIRA CAVALCANTI LTDA,VITTA CENTRO DE ONCOLOGIA,CLINICA/CENTRO DE ESPECIALIDADE,,,M,RUA JUVENTINA ALVES,342,SALGADO FILHO,49020330,Nordeste,SE,Aracaju,32173310,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE ONCOLOGIA,-10.92797,-37.05335,CNES_GEO
26476,280030,,,NUCLEO DE LASER E CIRURGIA OCULAR LTDA,NUCLEO DE LASER E CIRURGIA OCULAR,HOSPITAL/DIA - ISOLADO,,,M,AV GONCALO PRADO ROLEMBERG,380,SAO JOSE,49010410,Nordeste,SE,Aracaju,(79) 32114413,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE OFTALMOLOGIA| SERVICO DE OFTALMOLOGIA| SERVICO DE OFTALMOLOGIA| TRANSPLANTE,-10.92113,-37.06395,CNES_GEO
6358446,280030,,,CLINICA DE OLHOS PROVISAO LTDA,CLINICA DE OLHOS PROVISAO,POLICLINICA,,,M,RUA ARAUA,02,CENTRO,49010330,Nordeste,SE,Aracaju,32161818,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE OFTALMOLOGIA| SERVICO DE OFTALMOLOGIA,-10.91425,-37.0531,CNES_GEO
2933,280030,,,CECLIN CENTRO CLINICO E PULMONAR LABORATORIAL LTDA,CECLIN,POLICLINICA,,,M,RUA LAURA FONTES,227,13 DE JULHO,49020250,Nordeste,SE,Aracaju,(79) 33027316 -17-18,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE DIAGNOSTICO POR METODOS GRAFICOS DINAMICOS| SERVICO DE DIAGNOSTICO POR IMAGEM| SERVICO DE DIAGNOSTICO POR METODOS GRAFICOS DINAMICOS| SERVICO DE ATENCAO A SAUDE AUDITIVA| SERVICO DE ENDOSCOPIA| SERVICO DE DIAGNOSTICO POR IMAGEM| SERVICO DE ENDOSCOPIA,-10.92945,-37.05134,CNES_GEO
6231233,280580,13107180000157,PREFEITURA MUN DE RIACHAO DO DANTAS,PREFEITURA MUNICIPAL DE RIACHAO DO DANTAS,SECRETARIA MUN DE SAUDE DE RIACHAO DO DANTAS,CENTRAL DE GESTAO EM SAUDE,,,M,AV DR LUIZ GARCIA,191,CENTRO,49320000,Nordeste,SE,Riachão do Dantas,36431930,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,REGULACAO DE ACESSO A ACOES E SERVICOS DE SAUDE| SERVICO DE VIGILANCIA EM SAUDE,-11.07063,-37.7266,CNES_GEO
7076371,280340,13115910000161,PREFEITURA MUN DE JAPOATA,PREFEITURA MUNICIPAL DE JAPOATA,UNIDADE DE SAUDE DA FAMILIA USINA SANTANA,CENTRO DE SAUDE/UNIDADE BASICA,,,M,USINA SANTANA,S/N,ZONA RURAL,49950000,Nordeste,SE,Japoatã,(79)32771027,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,"SERVICO DE VIGILANCIA EM SAUDE| ESTRATEGIA DE SAUDE DA FAMILIA| SERVICO DE ATENCAO AO PRE-NATAL, PARTO E NASCIMENTO",-10.347,-36.801,CNES_GEO
3060020,280480,13128814000158,PREF MUN DE N SRA DO SOCORRO,PREFEITURA MUNICIPAL DE NOSSA SENHORA DO SOCORRO,CE JOSE DO PRADO FRANCO CONJ FERNANDO COLLOR,CLINICA/CENTRO DE ESPECIALIDADE,,,M,AV AUXILIAR II,S/N,FERNANDO COLLOR,49160000,Nordeste,SE,Nossa Senhora do Socorro,,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE DIAGNOSTICO POR IMAGEM| SERVICO DE ATENCAO PSICOSSOCIAL| SERVICO DE OFTALMOLOGIA,-10.84417,-37.05561,CNES_GEO
2420465,280650,13109954000189,PREFEITURA MUN DE SANTA ROSA DE LIMA,PREFEITURA MUNICIPAL DE SANTA ROSA DE LIMA,UNIDADE DE SAUDE DA FAMILIA MARIA LUCIA FONTES,CENTRO DE SAUDE/UNIDADE BASICA,,,M,PRACA JACKSON BARRETO,S/N,CENTRO,49640000,Nordeste,SE,Santa Rosa de Lima,(07)92731349,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,"SERVICO DE VIGILANCIA EM SAUDE| SERVICO DE DIAGNOSTICO POR METODOS GRAFICOS DINAMICOS| SERVICO DE FISIOTERAPIA| SERVICO DE VIGILANCIA EM SAUDE| SERVICO DE FISIOTERAPIA| SERVICO DE FISIOTERAPIA| SERVICO DE FISIOTERAPIA| SERVICO DE ATENCAO PSICOSSOCIAL| SERVICO DE FISIOTERAPIA| SERVICO DE FISIOTERAPIA| SERVICO POSTO DE COLETA DE MATERIAIS  BIOLOGICOS| SERVICO DE ATENCAO AO PRE-NATAL, PARTO E NASCIMENTO| ESTRATEGIA DE SAUDE DA FAMILIA",-10.6462336647079,-37.1977318456227,PMAQ
3174,280030,,,LABORATORIO J BARRETO FONTES CIA SC LTDA,LABORATORIO J BARRETO FONTES,POLICLINICA,,,M,AV JOAO RIBEIRO,1546,SANTO ANTONIO,49010310,Nordeste,SE,Aracaju,(79)2153241,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO,-10.91893,-37.05197,CNES_GEO
3153711,280030,,,CLINICA MENINO JESUS SC LTDA,CLINICA MENINO JESUS,CLINICA/CENTRO DE ESPECIALIDADE,,,M,RUA PROPRIA,470,CENTRO,49010020,Nordeste,SE,Aracaju,(79)2115462,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE DIAGNOSTICO POR ANATOMIA PATOLOGICA EOU CITOPATO| SERVICO DE PNEUMOLOGIA| SERVICO DE DIAGNOSTICO POR ANATOMIA PATOLOGICA EOU CITOPATO| SERVICO DE DIAGNOSTICO POR IMAGEM| SERVICO DE ATENCAO A SAUDE AUDITIVA| SERVICO DE DIAGNOSTICO POR METODOS GRAFICOS DINAMICOS,-10.91312,-37.05714,CNES_GEO
2283,280030,,,FUNDACAO DE BENEFICENCIA HOSPITAL DE CIRURGIA,HOSPITAL DE CIRURGIA,HOSPITAL GERAL,,,M,AV DESEMBARGADOR MAYNARD,174,CIRURGIA,49055210,Nordeste,SE,Aracaju,(79)21067312,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)","SERVICO DE CIRURGIA REPARADORA| SERVICO DE ENDOSCOPIA| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE ORTESES, PROTESES E MAT ESPECIAIS EM REABILITACAO| SERVICO DE HEMOTERAPIA| SERVICO DE ENDOSCOPIA| SERVICO DE ONCOLOGIA| SERVICO DE DIAGNOSTICO POR IMAGEM| SERVICO DE OFTALMOLOGIA| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE ATENCAO EM SAUDE BUCAL| SERVICO DE FISIOTERAPIA| SERVICO DE ATENCAO PSICOSSOCIAL| SERVICO DE DIAGNOSTICO POR ANATOMIA PATOLOGICA EOU CITOPATO| SERVICO DE DIAGNOSTICO POR IMAGEM| SERVICO DE ATENCAO EM NEUROLOGIA / NEUROCIRURGIA| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR ANATOMIA PATOLOGICA EOU CITOPATO| SERVICO DE HEMOTERAPIA| SERVICO DE URGENCIA E EMERGENCIA| SERVICO DE URGENCIA E EMERGENCIA| SERVICO DE DIAGNOSTICO POR ANATOMIA PATOLOGICA EOU CITOPATO| SERVICO DE ATENCAO CARDIOVASCULAR / CARDIOLOGIA| SERVICO DE FISIOTERAPIA| SERVICO DE ATENCAO CARDIOVASCULAR / CARDIOLOGIA| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE OFTALMOLOGIA| SERVICO DE HEMOTERAPIA| SERVICO DE ONCOLOGIA| SERVICO DE SUPORTE NUTRICIONAL| SERVICO DE ORTESES, PROTESES E MAT ESPECIAIS EM REABILITACAO| SERVICO DE URGENCIA E EMERGENCIA| SERVICO DE ATENCAO CARDIOVASCULAR / CARDIOLOGIA| SERVICO DE ATENCAO EM NEUROLOGIA / NEUROCIRURGIA| SERVICO DE FARMACIA| SERVICO DE REABILITACAO| SERVICO DE TRAUMATOLOGIA E ORTOPEDIA| SERVICO DE DIAGNOSTICO POR METODOS GRAFICOS DINAMICOS| SERVICO DE ATENCAO EM NEUROLOGIA / NEUROCIRURGIA| SERVICO DE ORTESES, PROTESES E MAT ESPECIAIS EM REABILITACAO| CIRURGIA VASCULAR| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE FISIOTERAPIA| SERVICO DE DIAGNOSTICO POR METODOS GRAFICOS DINAMICOS| SERVICO DE OFTALMOLOGIA| SERVICO DE ENDOSCOPIA| SERVICO DE FISIOTERAPIA| SERVICO DE PNEUMOLOGIA| SERVICO DE ATENCAO EM NEUROLOGIA / NEUROCIRURGIA| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE ORTESES, PROTESES E MAT ESPECIAIS EM REABILITACAO| SERVICO DE ONCOLOGIA| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR IMAGEM| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| SERVICO DE FISIOTERAPIA| SERVICO DE ATENCAO EM NEUROLOGIA / NEUROCIRURGIA| SERVICO DE DIAGNOSTICO POR LABORATORIO CLINICO| TRANSPLANTE| SERVICO DE ATENCAO CARDIOVASCULAR / CARDIOLOGIA| SERVICO DE TRAUMATOLOGIA E ORTOPEDIA| ATENCAO A DOENÇA RENAL CRONICA| SERVICO DE ATENCAO CARDIOVASCULAR / CARDIOLOGIA| SERVICO DE TRAUMATOLOGIA E ORTOPEDIA| SERVICO DE ATENCAO PSICOSSOCIAL| SERVICO DE DIAGNOSTICO POR IMAGEM| SERVICO DE ONCOLOGIA",-10.91897,-37.05933,CNES_GEO
6318940,280680,13104732000173,PREFEITURA MUN DE SAO DOMINGOS,PREFEITURA MUN DE SAO DOMINGOS,SECRETARIA MUN DE SAUDE DE SAO DOMINGOS,CENTRAL DE GESTAO EM SAUDE,,,M,RUA SENADOR LOURIVAL BATISTA,S/N,CENTRO,49525000,Nordeste,SE,São Domingos,,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE VIGILANCIA EM SAUDE| REGULACAO DE ACESSO A ACOES E SERVICOS DE SAUDE| SERVICO DE VIGILANCIA EM SAUDE,-10.79129,-37.56938,CNES_GEO
3132390,280480,13128814000158,PREF MUN DE N SRA DO SOCORRO,PREFEITURA MUNICIPAL DE NOSSA SENHORA DO SOCORRO,CE JOSE DO PRADO FRANCO CONJ PARQUE DOS FAROIS,CLINICA/CENTRO DE ESPECIALIDADE,,,M,BR 101,S/N,PARQUE DOS FAROIS,49160000,Nordeste,SE,Nossa Senhora do Socorro,(79)32791166,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE ATENCAO PSICOSSOCIAL,-10.85768,-37.09091,CNES_GEO
3153665,280030,,,ECOCLINICA LTDA,ECOCLINICA,CONSULTORIO ISOLADO,,,M,AV GONCALO PRADO ROLEMBERG,211,SAO JOSE,49010410,Nordeste,SE,Aracaju,(79)2111978,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE DIAGNOSTICO POR IMAGEM,-10.90954,-37.07477,CNES_GEO
2658526,280030,,,CLINICA FEMININA LTDA,CLIFEMINE,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,,M,RUA SANTA LUZIA,200,CENTRO,49035190,Nordeste,SE,Aracaju,(79)2140502,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,SERVICO DE DIAGNOSTICO POR ANATOMIA PATOLOGICA EOU CITOPATO,-10.9487,-37.0466,CNES_GEO
